carat,cut,color,clarity,depth,table,z,x,y,price
485,485,485,485,0.73,1,6,1,5.84,55.0,2821
486,486,486,486,0.73,3,0,1,5.76,58.0,2821
487,487,487,487,0.7,1,0,2,5.74,60.0,2822
488,488,488,488,0.72,1,0,3,5.84,59.0,2822
489,489,489,489,0.72,1,0,3,5.8,60.0,2822
490,490,490,490,0.72,1,0,3,5.77,59.0,2822
491,491,491,491,0.7,1,0,3,5.73,60.0,2822
492,492,492,492,0.6,0,4,4,5.37,55.0,2822
493,493,493,493,0.74,0,1,5,5.85,57.0,2822
494,494,494,494,0.73,0,4,1,5.75,55.0,2822
495,495,495,495,0.71,1,6,1,5.71,60.0,2822
496,496,496,496,0.71,1,6,1,5.75,58.0,2822
497,497,497,497,0.7,1,6,1,5.82,60.0,2822
498,498,498,498,0.7,0,6,1,5.75,56.0,2822
499,499,499,499,0.9,2,2,3,6.04,61.0,2822
500,500,500,500,0.71,0,6,1,5.86,56.0,2822
501,501,501,501,0.7,1,0,3,5.73,59.0,2822
502,502,502,502,0.7,1,0,3,5.71,56.0,2822
503,503,503,503,0.7,0,6,1,5.82,58.0,2822
504,504,504,504,0.7,2,0,1,5.71,64.0,2822
505,505,505,505,0.7,0,6,1,5.62,57.0,2822
506,506,506,506,0.7,0,6,1,5.73,56.0,2822
507,507,507,507,0.7,1,0,3,5.72,62.0,2822
508,508,508,508,0.7,1,4,3,5.8,58.0,2822
509,509,509,509,0.7,0,6,1,5.75,54.0,2822
510,510,510,510,0.79,3,6,0,5.86,59.0,2823
511,511,511,511,0.9,2,1,1,6.06,57.0,2823
512,512,512,512,0.71,1,0,3,5.71,58.0,2823
513,513,513,513,0.61,0,0,4,5.51,54.0,2823
514,514,514,514,0.9,4,3,0,6.05,54.0,2823
515,515,515,515,0.71,0,0,1,5.77,56.0,2823
516,516,516,516,0.71,1,6,3,5.74,59.0,2824
517,517,517,517,0.77,0,1,4,5.84,57.0,2824
518,518,518,518,0.74,2,0,2,5.73,58.0,2824
519,519,519,519,0.82,0,4,0,6.02,54.0,2824
520,520,520,520,0.82,1,0,0,6.05,60.0,2824
521,521,521,521,0.71,1,5,2,5.73,59.0,2825
522,522,522,522,0.83,1,3,1,6.08,59.0,2825
523,523,523,523,0.73,3,5,2,5.75,57.0,2825
524,524,524,524,0.83,1,3,1,6.02,59.0,2825
525,525,525,525,1.17,1,2,6,6.9,61.0,2825
526,526,526,526,0.91,4,3,0,6.24,67.0,2825
527,527,527,527,0.73,1,0,2,5.75,60.0,2826
528,528,528,528,0.7,2,0,2,5.94,59.0,2826
529,529,529,529,0.9,1,1,0,6.11,59.0,2826
530,530,530,530,0.7,1,0,2,5.66,58.0,2826
531,531,531,531,0.7,3,6,3,5.6,56.0,2826
532,532,532,532,0.7,1,0,2,5.78,61.0,2826
533,533,533,533,0.9,3,1,0,6.17,56.0,2826
534,534,534,534,0.78,1,4,1,5.97,60.0,2826
535,535,535,535,0.96,0,4,6,6.41,55.0,2826
536,536,536,536,0.7,3,6,1,5.67,59.0,2827
537,537,537,537,0.72,2,6,3,5.68,54.0,2827
538,538,538,538,0.79,1,3,4,5.96,58.0,2827
539,539,539,539,0.7,0,3,5,5.69,57.0,2827
540,540,540,540,0.7,0,3,5,5.66,55.0,2827
541,541,541,541,0.7,0,6,0,5.74,57.0,2828
542,542,542,542,1.01,1,3,0,6.39,61.0,2828
543,543,543,543,0.72,1,4,2,5.75,58.0,2829
544,544,544,544,0.8,2,0,0,5.91,54.0,2829
545,545,545,545,0.59,0,0,5,5.36,56.0,2829
546,546,546,546,0.72,0,4,2,5.77,57.0,2829
547,547,547,547,0.75,1,0,0,5.88,57.0,2829
548,548,548,548,0.8,1,0,0,6.05,57.0,2829
549,549,549,549,0.71,3,0,3,5.65,59.0,2830
550,550,550,550,0.77,3,3,1,5.84,56.0,2830
551,551,551,551,0.97,0,4,6,6.41,56.0,2830
552,552,552,552,0.53,0,4,5,5.23,57.0,2830
553,553,553,553,0.53,0,4,5,5.16,57.0,2830
554,554,554,554,0.8,0,1,3,5.94,54.4,2830
555,555,555,555,0.9,1,5,1,6.21,62.0,2830
556,556,556,556,0.76,3,0,0,5.89,60.0,2831
557,557,557,557,0.72,0,0,1,5.7,57.0,2831
558,558,558,558,0.75,0,0,1,5.82,57.0,2831
559,559,559,559,0.72,1,0,1,5.73,58.0,2831
560,560,560,560,0.79,0,5,1,5.93,56.0,2831
561,561,561,561,0.72,3,4,3,5.71,58.0,2832
562,562,562,562,0.91,3,1,0,6.15,61.0,2832
563,563,563,563,0.71,1,5,4,5.75,57.0,2832
564,564,564,564,0.81,1,5,1,5.87,60.0,2832
565,565,565,565,0.82,0,3,1,5.91,57.0,2832
566,566,566,566,0.71,1,4,2,5.72,58.0,2832
567,567,567,567,0.9,2,2,1,6.05,63.0,2832
568,568,568,568,0.8,3,1,3,5.86,58.0,2833
569,569,569,569,0.56,3,0,7,5.28,59.0,2833
570,570,570,570,0.7,3,6,3,5.77,61.0,2833
571,571,571,571,0.7,0,6,3,5.74,57.0,2833
572,572,572,572,0.61,0,4,4,5.45,55.0,2833
573,573,573,573,0.85,0,3,0,6.02,57.0,2833
574,574,574,574,0.7,0,4,1,5.73,57.0,2833
575,575,575,575,0.8,0,5,3,5.94,56.0,2834
576,576,576,576,0.8,0,3,3,5.91,57.0,2834
577,577,577,577,0.51,3,6,5,5.16,58.0,2834
578,578,578,578,0.53,0,4,5,5.2,57.0,2834
579,579,579,579,0.78,0,1,3,5.92,55.0,2834
580,580,580,580,0.9,3,2,1,6.17,54.0,2834
581,581,581,581,0.9,4,5,0,6.07,59.0,2834
582,582,582,582,0.77,0,0,0,6.01,55.0,2834
583,583,583,583,0.73,0,4,2,5.89,56.0,2835
584,584,584,584,0.63,0,4,4,5.47,57.0,2835
585,585,585,585,0.7,0,0,3,5.7,54.0,2835
586,586,586,586,0.72,0,0,3,5.71,57.0,2835
587,587,587,587,0.72,0,0,1,5.78,57.0,2835
588,588,588,588,0.75,1,4,3,6.04,59.0,2835
589,589,589,589,0.82,3,3,1,6.04,56.0,2836
590,590,590,590,0.71,2,0,3,5.6,60.0,2836
591,591,591,591,0.7,1,0,2,5.69,59.0,2837
592,592,592,592,0.7,0,0,2,5.74,56.0,2837
593,593,593,593,0.71,0,4,1,5.86,53.0,2838
594,594,594,594,0.76,3,3,1,5.92,55.0,2838
595,595,595,595,0.82,4,4,1,5.83,58.0,2838
596,596,596,596,0.72,1,4,2,5.91,60.0,2838
597,597,597,597,0.7,1,4,3,5.72,58.0,2838
598,598,598,598,0.7,1,4,3,5.69,58.0,2838
599,599,599,599,0.7,1,5,2,5.73,55.0,2838
600,600,600,600,0.7,1,4,3,5.83,61.0,2838
601,601,601,601,0.7,3,0,1,5.53,59.0,2838
602,602,602,602,0.7,1,4,3,5.71,61.0,2838
603,603,603,603,0.7,1,4,3,5.85,58.0,2838
604,604,604,604,0.7,1,5,2,5.64,60.0,2838
605,605,605,605,0.74,3,0,1,5.85,57.0,2839
606,606,606,606,0.71,0,4,2,5.74,57.0,2839
607,607,607,607,0.7,0,4,2,5.75,54.0,2839
608,608,608,608,0.71,0,4,2,5.82,55.0,2839
609,609,609,609,0.71,1,4,2,5.84,61.0,2839
610,610,610,610,0.71,1,4,2,5.82,60.0,2839
611,611,611,611,0.71,1,4,2,5.75,58.0,2839
612,612,612,612,0.7,0,4,2,5.73,53.0,2839
613,613,613,613,0.73,0,5,3,5.8,54.0,2839
614,614,614,614,0.7,0,0,3,5.69,54.0,2839
615,615,615,615,0.7,0,5,2,5.71,57.0,2839
616,616,616,616,0.71,1,5,4,5.82,58.0,2839
617,617,617,617,0.71,1,4,2,5.87,58.0,2839
618,618,618,618,0.79,1,5,3,6.09,62.0,2839
619,619,619,619,0.71,1,4,2,5.7,59.0,2839
620,620,620,620,0.77,3,3,2,5.9,60.0,2840
621,621,621,621,0.75,3,4,0,5.85,56.0,2840
622,622,622,622,0.7,0,4,1,5.75,56.0,2840
623,623,623,623,0.71,1,4,3,5.88,56.0,2840
624,624,624,624,0.92,0,6,0,6.27,56.0,2840
625,625,625,625,0.83,1,4,0,6.08,59.0,2840
626,626,626,626,0.7,1,3,5,5.87,60.0,2840
627,627,627,627,0.73,1,4,3,5.9,59.0,2841
628,628,628,628,0.71,3,6,2,5.69,55.0,2841
629,629,629,629,0.73,3,6,1,5.66,57.0,2841
630,630,630,630,0.82,0,4,0,6.0,53.0,2841
631,631,631,631,0.82,0,4,0,5.96,56.0,2841
632,632,632,632,0.82,3,4,0,6.12,57.0,2841
633,633,633,633,0.52,0,4,5,5.19,56.0,2841
634,634,634,634,1.0,1,4,6,6.6,60.0,2841
635,635,635,635,0.95,4,5,1,6.16,56.0,2841
636,636,636,636,0.73,0,6,1,5.76,57.0,2841
637,637,637,637,0.73,1,4,3,5.87,59.0,2841
638,638,638,638,0.73,1,5,2,5.82,58.0,2841
639,639,639,639,0.8,0,1,2,5.92,54.0,2842
640,640,640,640,0.7,1,4,3,5.8,61.0,2842
641,641,641,641,0.7,3,0,3,5.71,62.0,2843
642,642,642,642,0.7,3,0,3,5.65,58.0,2843
643,643,643,643,0.71,3,0,3,5.76,58.0,2843
644,644,644,644,0.81,3,4,0,5.91,58.0,2843
645,645,645,645,0.71,3,6,1,5.73,58.0,2843
646,646,646,646,0.73,0,5,4,5.81,57.0,2843
647,647,647,647,0.73,3,4,2,5.73,59.0,2843
648,648,648,648,0.72,0,0,3,5.71,57.0,2843
649,649,649,649,0.81,0,4,0,5.91,57.0,2843
650,650,650,650,0.71,0,5,4,5.81,57.0,2843
651,651,651,651,0.73,3,0,1,5.92,61.0,2844
652,652,652,652,0.7,3,0,2,5.65,59.0,2844
653,653,653,653,1.01,0,1,6,6.45,57.0,2844
654,654,654,654,1.01,2,1,6,6.35,57.0,2844
655,655,655,655,0.79,0,3,3,5.91,57.0,2844
656,656,656,656,0.7,3,0,3,5.65,59.0,2845
657,657,657,657,0.7,3,0,3,5.83,60.0,2845
658,658,658,658,0.8,2,3,3,5.92,60.0,2845
659,659,659,659,1.27,1,3,0,7.12,61.0,2845
660,660,660,660,0.79,0,6,1,5.96,56.0,2846
661,661,661,661,0.72,3,4,2,5.79,59.0,2846
662,662,662,662,0.73,0,3,4,5.79,56.0,2846
663,663,663,663,1.01,4,3,0,6.3,59.0,2846
664,664,664,664,1.01,2,3,6,6.25,61.0,2846
665,665,665,665,0.73,0,0,1,5.92,59.0,2846
666,666,666,666,0.7,0,0,1,5.71,57.0,2846
667,667,667,667,0.7,2,4,3,5.76,61.0,2846
668,668,668,668,0.77,1,0,1,5.84,59.0,2846
669,669,669,669,0.77,1,5,3,5.91,60.0,2846
670,670,670,670,0.77,1,5,2,5.94,58.0,2846
671,671,671,671,0.84,3,3,1,6.1,57.0,2847
672,672,672,672,0.72,0,0,1,5.83,57.0,2847
673,673,673,673,0.76,1,6,1,5.93,59.0,2847
674,674,674,674,0.7,3,5,4,5.61,59.0,2848
675,675,675,675,0.54,0,6,4,5.25,55.0,2848
676,676,676,676,0.75,4,6,0,5.74,57.0,2848
677,677,677,677,0.79,2,0,1,5.86,54.0,2849
678,678,678,678,0.74,3,0,2,5.75,58.0,2849
679,679,679,679,0.7,3,0,3,5.74,60.0,2850
680,680,680,680,0.7,0,4,3,5.69,59.0,2850
681,681,681,681,0.75,0,2,1,5.83,56.0,2850
682,682,682,682,1.2,3,3,6,6.75,60.0,2850
683,683,683,683,0.8,3,4,1,5.89,57.0,2851
684,684,684,684,0.66,0,6,2,5.54,56.0,2851
685,685,685,685,0.87,3,4,0,6.22,63.0,2851
686,686,686,686,0.86,1,3,1,6.04,59.0,2851
687,687,687,687,0.74,0,4,1,5.85,57.0,2851
688,688,688,688,0.58,3,0,7,5.37,59.0,2852
689,689,689,689,0.78,0,1,2,5.88,57.0,2852
690,690,690,690,0.74,0,5,1,5.85,55.0,2852
691,691,691,691,0.73,0,0,1,5.7,55.0,2852
692,692,692,692,0.91,3,1,1,6.12,57.0,2852
693,693,693,693,0.71,1,4,3,5.67,58.0,2853
694,694,694,694,0.71,2,5,2,5.64,55.0,2853
695,695,695,695,0.79,0,6,0,5.9,57.0,2853
696,696,696,696,0.79,1,6,0,6.07,60.0,2853
697,697,697,697,0.71,1,0,1,5.73,58.0,2853
698,698,698,698,0.82,1,1,2,5.99,58.0,2853
699,699,699,699,0.78,3,3,2,5.87,57.1,2854
700,700,700,700,0.7,3,0,2,5.64,56.0,2854
701,701,701,701,1.12,1,3,6,6.78,61.0,2854
702,702,702,702,0.73,1,0,3,5.86,57.0,2854
703,703,703,703,0.91,4,2,3,6.06,62.0,2854
704,704,704,704,0.91,4,2,3,6.04,60.0,2854
705,705,705,705,0.91,2,2,3,6.12,58.0,2854
706,706,706,706,0.91,4,3,1,6.04,58.0,2854
707,707,707,707,0.7,1,0,2,5.91,59.0,2854
708,708,708,708,0.68,1,4,4,5.67,57.0,2854
709,709,709,709,0.73,3,4,3,5.7,57.0,2855
710,710,710,710,1.03,2,2,1,6.38,57.0,2855
711,711,711,711,0.74,1,6,3,5.8,57.0,2855
712,712,712,712,0.98,4,0,0,6.82,67.0,2855
713,713,713,713,1.02,4,1,1,6.84,63.0,2856
714,714,714,714,1.0,4,5,0,5.96,61.0,2856
715,715,715,715,1.02,0,3,0,6.49,55.0,2856
716,716,716,716,0.6,0,4,4,5.44,57.0,2856
717,717,717,717,0.8,0,5,0,5.97,56.0,2856
718,718,718,718,0.97,0,4,6,6.43,56.0,2856
719,719,719,719,1.0,4,1,1,6.19,62.0,2856
720,720,720,720,0.26,0,0,2,4.05,57.0,556
721,721,721,721,0.26,0,0,2,4.09,56.0,556
722,722,722,722,0.36,0,3,1,4.57,55.0,556
723,723,723,723,0.34,2,5,3,4.6,61.0,556
724,724,724,724,0.34,2,0,1,4.44,57.0,556
725,725,725,725,0.34,2,0,1,4.44,55.0,556
726,726,726,726,0.34,2,0,1,4.44,55.0,556
727,727,727,727,0.34,3,5,3,4.54,62.0,556
728,728,728,728,0.34,0,0,1,4.47,54.0,556
729,729,729,729,0.32,2,0,3,4.34,54.0,556
730,730,730,730,0.31,0,1,5,4.36,55.0,557
731,731,731,731,0.31,0,1,5,4.36,56.0,557
732,732,732,732,0.31,0,1,5,4.37,54.0,557
733,733,733,733,0.31,0,1,5,4.37,54.0,557
734,734,734,734,0.31,0,1,5,4.33,53.0,557
735,735,735,735,0.31,0,1,5,4.36,53.0,557
736,736,736,736,0.31,0,5,3,4.32,53.6,557
737,737,737,737,0.31,0,3,2,4.35,54.8,557
738,738,738,738,0.31,0,3,2,4.33,54.2,557
739,739,739,739,0.33,1,5,0,4.52,59.0,557
740,740,740,740,0.33,1,4,0,4.43,58.0,557
741,741,741,741,0.33,1,5,0,4.42,58.0,557
742,742,742,742,0.33,0,5,0,4.45,56.0,557
743,743,743,743,0.33,1,4,0,4.42,58.0,557
744,744,744,744,0.33,1,2,2,4.41,58.0,557
745,745,745,745,0.33,1,2,2,4.46,61.0,557
746,746,746,746,0.33,0,2,2,4.44,55.0,557
747,747,747,747,0.33,0,1,1,4.39,57.0,557
748,748,748,748,0.33,2,1,1,4.43,53.0,557
749,749,749,749,0.33,1,1,1,4.54,59.0,557
750,750,750,750,1.0,4,3,0,6.21,56.0,2856
751,751,751,751,0.77,1,4,1,5.92,59.0,2856
752,752,752,752,0.77,1,4,1,5.94,58.0,2856
753,753,753,753,0.7,2,0,4,5.68,63.0,2857
754,754,754,754,0.9,3,5,0,6.08,58.0,2857
755,755,755,755,0.72,0,0,1,5.76,57.0,2857
756,756,756,756,0.9,1,1,3,6.2,59.0,2857
757,757,757,757,0.72,1,0,1,5.76,58.0,2857
758,758,758,758,0.7,0,5,4,5.63,56.0,2858
759,759,759,759,0.81,3,4,1,6.02,57.0,2858
760,760,760,760,0.81,3,4,1,6.0,57.0,2858
761,761,761,761,0.71,1,0,3,5.76,60.0,2858
762,762,762,762,0.7,1,0,3,5.73,59.0,2858
763,763,763,763,0.71,1,0,3,5.76,60.0,2858
764,764,764,764,0.71,3,0,3,5.68,59.0,2858
765,765,765,765,0.92,1,2,1,6.22,58.0,2858
766,766,766,766,0.76,0,0,1,5.88,54.0,2858
767,767,767,767,0.73,0,6,1,5.84,56.0,2858
768,768,768,768,0.71,1,6,3,5.74,62.0,2858
769,769,769,769,0.7,2,0,4,5.61,62.0,2858
770,770,770,770,0.9,4,5,0,6.06,56.0,2858
771,771,771,771,0.71,4,6,3,5.89,65.0,2858
772,772,772,772,0.7,0,6,3,5.76,57.0,2859
773,773,773,773,0.7,1,6,3,5.72,56.0,2859
774,774,774,774,0.77,1,4,2,5.91,60.0,2859
775,775,775,775,0.71,0,5,2,5.74,56.0,2859
776,776,776,776,0.7,1,6,3,5.8,61.0,2859
777,777,777,777,0.75,4,4,2,6.09,70.0,2859
778,778,778,778,0.83,1,0,0,6.17,60.0,2859
779,779,779,779,0.71,3,4,3,5.68,61.0,2860
780,780,780,780,0.9,3,2,0,6.07,58.0,2860
781,781,781,781,0.6,0,0,4,5.41,54.9,2860
782,782,782,782,0.71,1,6,2,5.66,57.0,2860
783,783,783,783,0.53,0,4,5,5.23,57.0,2860
784,784,784,784,0.71,1,6,1,5.95,58.0,2861
785,785,785,785,0.62,0,5,4,5.45,56.0,2861
786,786,786,786,0.62,0,5,4,5.48,56.0,2861
787,787,787,787,0.9,1,1,1,6.09,58.0,2861
788,788,788,788,0.62,4,4,7,5.53,61.0,2861
789,789,789,789,0.82,1,0,0,6.01,59.0,2861
790,790,790,790,0.66,1,6,2,5.67,58.0,2861
791,791,791,791,0.7,3,6,1,5.67,55.0,2862
792,792,792,792,0.8,3,4,1,5.9,58.0,2862
793,793,793,793,0.8,3,6,0,5.88,59.0,2862
794,794,794,794,0.79,1,4,1,5.97,54.0,2862
795,795,795,795,0.71,3,4,5,5.65,60.0,2862
796,796,796,796,0.7,0,3,3,5.71,57.0,2862
797,797,797,797,0.7,3,0,3,5.73,63.0,2862
798,798,798,798,0.79,1,3,2,6.07,60.0,2862
799,799,799,799,0.7,1,0,3,5.82,59.0,2862
800,800,800,800,1.22,1,0,6,6.93,57.0,2862
801,801,801,801,1.01,4,0,0,6.21,57.0,2862
802,802,802,802,0.73,1,0,3,5.78,61.0,2862
803,803,803,803,0.91,2,1,3,6.05,58.0,2863
804,804,804,804,0.71,0,6,1,5.8,56.0,2863
805,805,805,805,0.83,1,5,1,6.01,58.0,2863
806,806,806,806,0.84,1,4,0,6.06,59.0,2863
807,807,807,807,0.71,1,6,1,5.82,61.0,2863
808,808,808,808,0.71,1,6,1,5.82,59.0,2863
809,809,809,809,0.71,1,6,1,5.8,56.0,2863
810,810,810,810,0.71,0,6,1,5.75,57.0,2863
811,811,811,811,0.71,1,6,1,5.79,58.0,2863
812,812,812,812,0.71,1,6,1,5.79,58.0,2863
813,813,813,813,0.91,1,2,1,6.4,62.0,2863
814,814,814,814,0.9,1,2,3,6.24,62.0,2863
815,815,815,815,0.71,1,3,4,5.74,62.0,2863
816,816,816,816,0.71,1,0,1,5.84,61.0,2863
817,817,817,817,0.72,0,4,3,5.91,57.0,2863
818,818,818,818,0.72,1,0,1,5.78,60.0,2863
819,819,819,819,0.71,0,0,3,5.79,55.0,2863
820,820,820,820,0.81,0,0,0,6.07,57.0,2864
821,821,821,821,0.83,3,1,3,6.05,58.0,2865
822,822,822,822,0.73,1,6,1,5.87,55.0,2865
823,823,823,823,0.56,3,6,5,5.25,56.0,2866
824,824,824,824,0.56,3,6,5,5.27,55.0,2866
825,825,825,825,0.71,0,0,2,5.74,55.0,2866
826,826,826,826,0.7,0,3,5,5.66,58.0,2866
827,827,827,827,0.96,1,1,1,6.39,58.0,2866
828,828,828,828,0.71,3,3,5,5.67,57.0,2867
829,829,829,829,0.7,0,6,3,5.68,57.0,2867
830,830,830,830,0.71,0,3,5,5.78,57.0,2867
831,831,831,831,0.8,1,3,3,6.05,53.0,2867
832,832,832,832,0.95,1,4,0,6.49,57.0,2867
833,833,833,833,0.82,0,4,0,5.99,56.0,2867
834,834,834,834,0.52,0,4,5,5.21,56.0,2867
835,835,835,835,0.82,0,4,0,6.12,53.0,2867
836,836,836,836,0.82,0,4,0,6.02,56.0,2867
837,837,837,837,0.82,1,4,0,6.14,57.0,2867
838,838,838,838,0.8,0,5,1,5.96,57.0,2867
839,839,839,839,0.96,4,4,0,6.07,61.0,2867
840,840,840,840,0.72,0,1,2,5.72,55.0,2868
841,841,841,841,0.62,0,5,7,5.52,57.0,2868
842,842,842,842,0.79,1,0,0,5.96,58.0,2868
843,843,843,843,0.75,3,0,1,5.78,56.0,2868
844,844,844,844,1.08,1,6,6,6.55,60.0,2869
845,845,845,845,0.72,0,0,1,5.77,55.0,2869
846,846,846,846,0.62,0,5,7,5.43,56.0,2869
847,847,847,847,0.73,0,5,4,5.84,57.0,2869
848,848,848,848,0.72,0,3,4,5.79,57.0,2869
849,849,849,849,0.52,1,4,4,5.16,60.0,2870
850,850,850,850,0.83,0,0,0,6.0,57.0,2870
851,851,851,851,0.64,1,0,4,5.56,58.0,2870
852,852,852,852,0.8,0,5,1,5.94,57.0,2870
853,853,853,853,0.74,0,3,1,5.77,56.0,2870
854,854,854,854,0.72,0,4,1,5.72,56.0,2870
855,855,855,855,0.82,0,3,3,6.12,57.0,2870
856,856,856,856,0.73,1,0,2,5.81,59.0,2870
857,857,857,857,1.04,1,1,6,6.47,61.0,2870
858,858,858,858,0.73,3,0,1,5.76,58.0,2871
859,859,859,859,0.73,2,0,1,5.7,57.0,2871
860,860,860,860,0.9,1,2,1,6.13,59.0,2871
861,861,861,861,0.75,0,1,1,5.83,55.0,2871
862,862,862,862,0.79,0,5,1,5.91,55.0,2871
863,863,863,863,0.7,2,6,1,5.59,56.7,2872
864,864,864,864,0.75,3,6,1,5.87,55.0,2872
865,865,865,865,1.02,0,1,6,6.44,56.0,2872
866,866,866,866,0.7,3,5,0,5.79,62.0,2872
867,867,867,867,0.7,0,6,1,5.63,56.0,2872
868,868,868,868,0.7,2,0,1,5.66,64.0,2872
869,869,869,869,0.7,0,6,1,5.71,54.0,2872
870,870,870,870,0.7,0,6,1,5.72,56.0,2872
871,871,871,871,0.7,3,6,1,5.75,60.0,2872
872,872,872,872,0.72,3,0,3,5.89,57.0,2872
873,873,873,873,0.74,0,0,1,5.74,58.0,2872
874,874,874,874,0.84,2,5,1,5.88,55.0,2872
875,875,875,875,0.76,3,4,3,5.8,58.0,2873
876,876,876,876,0.77,3,0,1,5.8,58.0,2873
877,877,877,877,0.76,0,0,0,5.78,56.0,2873
878,878,878,878,1.0,0,1,0,6.45,56.0,2873
879,879,879,879,1.0,4,3,1,6.14,62.0,2873
880,880,880,880,0.9,4,1,1,6.03,58.0,2873
881,881,881,881,0.9,1,2,1,6.16,58.0,2873
882,882,882,882,0.9,2,2,1,6.0,61.0,2873
883,883,883,883,0.9,4,1,1,5.98,61.0,2873
884,884,884,884,0.9,4,1,1,6.01,56.0,2873
885,885,885,885,0.9,1,2,1,6.26,61.0,2873
886,886,886,886,0.78,1,4,3,5.91,58.0,2874
887,887,887,887,0.71,1,6,3,5.69,59.0,2874
888,888,888,888,0.7,1,4,2,5.79,59.0,2874
889,889,889,889,0.7,1,4,2,5.71,62.0,2874
890,890,890,890,0.7,1,5,4,5.67,58.0,2874
891,891,891,891,0.7,0,4,2,5.77,55.0,2874
892,892,892,892,0.7,0,4,2,5.75,55.0,2874
893,893,893,893,0.7,0,4,2,5.69,56.0,2874
894,894,894,894,0.7,1,5,4,5.68,59.0,2874
895,895,895,895,1.0,4,3,0,6.11,60.0,2875
896,896,896,896,0.77,0,3,1,5.84,56.0,2875
897,897,897,897,1.0,4,2,2,6.3,55.0,2875
898,898,898,898,1.0,4,1,1,6.08,61.0,2875
899,899,899,899,1.0,4,3,0,6.17,55.0,2875
900,900,900,900,0.73,1,0,2,5.68,60.0,2876
901,901,901,901,0.79,1,0,3,6.04,53.0,2876
902,902,902,902,0.72,3,3,2,5.74,54.0,2877
903,903,903,903,0.71,0,0,2,5.75,56.0,2877
904,904,904,904,0.74,0,5,3,5.8,55.0,2877
905,905,905,905,0.7,2,3,5,5.6,56.0,2877
906,906,906,906,0.7,2,4,2,5.82,62.0,2877
907,907,907,907,0.79,3,4,1,5.86,59.0,2878
908,908,908,908,0.79,3,4,1,5.82,60.0,2878
909,909,909,909,0.79,3,6,0,6.0,58.0,2878
910,910,910,910,0.71,0,1,3,5.76,55.0,2878
911,911,911,911,0.79,0,4,1,5.88,56.0,2878
912,912,912,912,0.73,3,4,1,5.81,56.0,2879
913,913,913,913,0.63,1,0,7,5.55,62.0,2879
914,914,914,914,0.7,1,4,2,5.73,60.0,2879
915,915,915,915,0.71,1,4,2,5.71,58.0,2879
916,916,916,916,0.84,0,5,0,6.13,56.0,2879
917,917,917,917,0.84,0,5,0,6.08,55.0,2879
918,918,918,918,1.02,0,2,0,6.53,54.0,2879
919,919,919,919,0.72,4,4,2,5.93,69.0,2879
920,920,920,920,0.72,0,4,2,5.76,56.0,2879
921,921,921,921,0.92,3,2,0,6.34,61.0,2880
922,922,922,922,0.74,3,6,1,5.72,57.0,2880
923,923,923,923,0.7,0,3,5,5.74,55.0,2881
924,924,924,924,0.71,3,0,3,5.84,59.0,2881
925,925,925,925,1.05,1,3,6,6.5,59.0,2881
926,926,926,926,0.7,3,3,7,5.62,56.0,2882
927,927,927,927,0.54,0,4,5,5.23,56.0,2882
928,928,928,928,0.73,1,4,3,5.87,58.0,2882
929,929,929,929,0.88,4,4,1,6.39,65.0,2882
930,930,930,930,0.73,1,4,3,5.97,57.0,2882
931,931,931,931,0.72,0,6,1,5.75,56.0,2883
932,932,932,932,0.9,2,3,0,6.09,64.0,2883
933,933,933,933,0.9,4,3,0,6.01,61.0,2883
934,934,934,934,1.03,4,1,0,6.32,55.0,2884
935,935,935,935,0.84,3,4,1,5.95,57.0,2885
936,936,936,936,1.01,1,1,1,6.36,60.0,2885
937,937,937,937,0.77,0,6,0,5.9,55.0,2885
938,938,938,938,0.8,4,0,1,6.22,63.0,2885
939,939,939,939,0.9,4,6,0,6.02,57.0,2885
940,940,940,940,0.73,0,0,1,5.79,56.0,2886
941,941,941,941,0.72,0,0,1,5.64,55.0,2886
942,942,942,942,0.71,3,6,1,5.71,54.0,2887
943,943,943,943,0.7,1,0,2,5.66,59.0,2887
944,944,944,944,0.79,0,1,2,5.93,59.0,2888
945,945,945,945,0.72,3,5,4,5.68,58.0,2889
946,946,946,946,0.7,3,0,3,5.62,54.0,2889
947,947,947,947,0.7,3,4,2,5.64,58.0,2889
948,948,948,948,0.9,2,3,0,6.09,58.0,2889
949,949,949,949,0.71,3,4,2,5.69,56.0,2889
950,950,950,950,0.5,0,0,4,5.08,54.0,2889
951,951,951,951,0.5,0,0,4,5.09,54.0,2889
952,952,952,952,0.74,0,4,1,5.83,56.0,2889
953,953,953,953,0.77,1,4,3,5.94,56.0,2889
954,954,954,954,0.77,1,0,1,5.99,61.0,2889
955,955,955,955,0.8,0,4,1,6.07,54.0,2890
956,956,956,956,0.8,0,4,1,5.9,57.0,2890
957,957,957,957,0.8,1,4,1,5.97,60.0,2890
958,958,958,958,0.8,2,4,1,5.87,59.0,2890
959,959,959,959,0.66,0,5,5,5.61,56.0,2890
960,960,960,960,0.71,3,0,3,5.71,58.0,2891
961,961,961,961,0.71,0,4,3,5.73,56.0,2891
962,962,962,962,0.71,0,0,3,5.74,56.0,2891
963,963,963,963,0.71,0,0,3,5.71,56.0,2891
964,964,964,964,0.72,0,6,1,5.78,56.0,2891
965,965,965,965,0.71,2,6,3,5.7,61.0,2891
966,966,966,966,0.86,0,3,0,6.12,55.0,2892
